,Unnamed: 0,序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业,date
6544,12,13.0,2660,茂硕电源,9.986504554748535,8.15,239673672.0,2235770812.05,2235770852.8,10.832286834716797,37181473.0,93045,93754,2.0,2/2,2.0,消费电子,20220526
6628,29,30.0,2660,茂硕电源,10.061349868774414,8.97,379357872.0,2460719531.79,2460719576.6400003,15.89504337310791,72415276.0,94036,95454,1.0,3/3,3.0,消费电子,20220527
6717,30,31.0,2660,茂硕电源,10.033445358276367,9.87,287765424.0,2707614468.09,2707614517.44,10.949440956115724,72392008.0,93854,93930,1.0,4/4,4.0,消费电子,20220530
9060,36,37.0,2660,茂硕电源,10.05221939086914,8.43,135016978.0,2312582570.01,2312582612.16,5.997598171234131,70883225.0,94721,94721,0.0,1/1,1.0,消费电子,20220713
6030,60,61.0,2681,奋达科技,9.966776847839355,3.31,104474969.0,3711221673.17,6039649808.96,2.905160903930664,9579821.0,134448,140421,5.0,1/1,1.0,消费电子,20220517
7805,73,74.0,2681,奋达科技,10.081744194030762,4.04,219613974.0,4529708628.28,7371657168.64,5.068660259246826,139723771.0,130230,130230,0.0,1/1,1.0,消费电子,20220620
9303,65,66.0,2681,奋达科技,10.1010103225708,4.36,538643184.0,4888497430.52,7955550805.76,11.165938377380373,34448124.0,100509,132715,1.0,1/1,1.0,消费电子,20220718
6499,69,70.0,2782,可立克,9.983221054077148,13.11,199133142.0,6187566383.969999,6251257451.52,3.36844801902771,40514750.0,130254,130254,0.0,1/1,1.0,消费电子,20220525
6754,67,68.0,2782,可立克,10.0,15.18,276856256.0,7164550549.86,7238298101.76,4.044462203979492,20449737.0,112342,112342,0.0,4/2,1.0,消费电子,20220530
8014,61,62.0,2782,可立克,10.022649765014648,19.43,282673408.0,9170435914.61,9264830837.76,3.1822705268859863,52697871.0,105915,105915,0.0,1/1,1.0,消费电子,20220623
9622,31,32.0,2782,可立克,10.0,19.14,279848416.0,9033563736.78,9124482660.48,3.1834921836853027,117253554.0,103430,103430,0.0,1/1,1.0,消费电子,20220722
9960,46,47.0,2782,可立克,10.024212837219238,22.72,447177552.0,10723227173.44,10831151831.04,4.357431411743164,33906192.0,111842,111842,0.0,1/1,1.0,消费电子,20220729
10347,76,77.0,2782,可立克,10.0,22.66,287302128.0,10694908791.82,10802548437.12,2.8406169414520264,59145228.0,131300,131300,0.0,1/1,1.0,消费电子,20220808
5032,140,141.0,2861,瀛通通讯,10.04975128173828,11.06,35140288.0,1197775194.28,1720253929.8000002,3.014989137649536,8549269.0,132954,132954,0.0,1/1,1.0,消费电子,20220429
10153,7,8.0,2861,瀛通通讯,10.046948432922363,11.72,21531350.0,1269250884.04,1822910036.28,1.7095074653625488,32939411.0,93230,93230,0.0,1/1,1.0,消费电子,20220804
10977,33,34.0,2861,瀛通通讯,9.974852561950684,13.12,116848839.0,1420867883.84,2040663794.88,8.503301620483398,26338662.0,103242,103242,0.0,1/1,1.0,消费电子,20220819
7749,17,18.0,2866,传艺科技,10.048309326171877,11.39,68515271.0,2039156893.84,3275435239.04,3.3877978324890137,15001882.0,93221,100757,1.0,1/1,1.0,消费电子,20220620
8028,75,76.0,2866,传艺科技,10.025062561035156,13.17,226439120.0,2357831105.52,3787311861.12,10.056483268737791,54924563.0,130030,130030,0.0,4/2,1.0,消费电子,20220623
8070,8,9.0,2866,传艺科技,10.022778511047363,14.49,51254839.0,2594151307.44,4166905760.64,1.975784540176392,119093947.0,92500,92500,0.0,5/3,2.0,消费电子,20220624
8177,10,11.0,2866,传艺科技,10.006901741027832,15.94,25276058.0,2853745468.64,4583883907.84,0.8857152462005615,191600394.0,92500,92500,0.0,6/4,3.0,消费电子,20220627
8280,9,10.0,2866,传艺科技,9.974905967712402,17.53,22621816.0,3138403893.6800003,5041122014.08,0.7208064198493958,177051895.0,92500,92500,0.0,7/5,4.0,消费电子,20220628
8408,8,9.0,2866,传艺科技,9.98288631439209,19.28,34953830.0,3451707191.6800003,5544371502.08,1.012653350830078,250266777.0,92500,92500,0.0,8/6,5.0,消费电子,20220629
8460,4,5.0,2866,传艺科技,10.010374069213867,21.21,1894926336.0,3797235971.76,6099383794.56,50.84467697143555,53526404.0,92500,150000,15.0,9/7,6.0,消费电子,20220630
8560,20,21.0,2866,传艺科技,9.995285034179688,23.33,1487132048.0,4176780538.48,6709034602.879999,37.08333969116211,63822294.0,94039,104857,2.0,10/8,7.0,消费电子,20220701
9232,51,52.0,2866,传艺科技,10.0,24.75,1282295616.0,4431003786.0,7117385616.0,31.049623489379883,118800000.0,133051,133051,0.0,1/1,1.0,消费电子,20220715
9249,11,12.0,2866,传艺科技,10.020201683044434,27.23,315120080.0,4874999316.88,7830562033.28,6.5375261306762695,230420722.0,93012,93012,0.0,18/9,2.0,消费电子,20220718
9363,4,5.0,2866,传艺科技,9.988983154296877,29.95,243604824.0,5361962157.2,8612755523.199999,4.543202877044678,298125983.0,92500,92500,0.0,22/11,3.0,消费电子,20220719
10297,26,27.0,2866,传艺科技,10.0,24.64,393238224.0,4411310435.84,7085752791.04,9.217903137207031,71783712.0,95054,95054,0.0,1/1,1.0,消费电子,20220808
10903,41,42.0,2866,传艺科技,10.017762184143066,30.97,1502072896.0,5544573222.32,8906078081.92,27.55206871032715,28071517.0,101215,143909,13.0,1/1,1.0,消费电子,20220818
1343,46,47.0,2881,美格智能,10.0,41.14,91444271.0,4260061399.0,7592930048.0,2.2295143604278564,63958959.0,101700,101700,0.0,1/1,1.0,消费电子,20220209
6102,64,65.0,2881,美格智能,10.003135681152344,35.08,97778828.0,4331320584.0,6480987904.0,2.3380980491638184,23264670.0,110200,110200,0.0,1/1,1.0,消费电子,20220518
7110,68,69.0,2881,美格智能,9.99755573272705,45.0,239827042.0,5554678500.0,8311446000.0,4.453588962554932,18297000.0,130242,130242,0.0,1/1,1.0,消费电子,20220606
10024,48,49.0,2881,美格智能,10.00872802734375,37.81,142834324.0,6041641032.81,9052827542.31,2.4532437324523926,42330563.0,102757,102757,0.0,1/1,1.0,消费电子,20220801
2217,25,26.0,2885,京泉华,9.989806175231934,21.58,165186108.0,2555352820.54,3884400000.0,6.67863655090332,43121156.0,95357,95357,0.0,1/1,1.0,消费电子,20220301
2658,25,26.0,2885,京泉华,9.989753723144531,21.47,634783936.0,2597067408.46,3864600000.0,25.022537231445312,28033421.0,95721,141124,5.0,1/1,1.0,消费电子,20220311
2875,101,102.0,2885,京泉华,9.990059852600098,22.13,499274016.0,2676902736.34,3983400000.0,19.525436401367188,12337475.0,140109,140812,1.0,4/2,1.0,消费电子,20220316
5911,37,38.0,2885,京泉华,10.0,17.27,306377856.0,2089024412.86,3108600000.0,14.897955894470217,26913568.0,93933,95718,3.0,1/1,1.0,消费电子,20220516
6029,59,60.0,2885,京泉华,10.01737117767334,19.0,444996064.0,2298289742.0,3420000000.0,21.1794548034668,32352250.0,133833,133833,0.0,2/2,2.0,消费电子,20220517
6487,57,58.0,2885,京泉华,9.990205764770508,22.46,569318608.0,2716820400.28,4042800000.0,21.613664627075195,29921301.0,102003,130003,2.0,1/1,1.0,消费电子,20220525
6780,93,94.0,2885,京泉华,9.986624717712402,24.67,493094768.0,2984147786.0600004,4440600000.0,17.65146827697754,40277327.0,144057,144057,0.0,4/2,1.0,消费电子,20220530
8026,73,74.0,2885,京泉华,9.996623039245604,32.57,255552523.0,3939752468.26,5862600000.0,6.732054233551025,21521734.0,130015,130015,0.0,1/1,1.0,消费电子,20220623
8774,51,52.0,2885,京泉华,9.993925094604492,36.21,400477696.0,4380056397.78,6517800000.0,9.523568153381348,61401297.0,144709,144709,0.0,1/1,1.0,消费电子,20220706
9637,46,47.0,2885,京泉华,10.01218032836914,45.16,411821760.0,5462671828.879999,8128799999.999999,7.852293014526367,10986299.0,140203,144357,2.0,1/1,1.0,消费电子,20220722
10053,77,78.0,2885,京泉华,10.0,45.54,624511552.0,5044512159.72,8197200000.0,12.815513610839844,62294166.0,141924,141924,0.0,1/1,1.0,消费电子,20220801
10700,55,56.0,2885,京泉华,9.989344596862791,41.29,408583952.0,4573735333.22,7432200000.0,9.310043334960938,87813507.0,131139,131139,0.0,1/1,1.0,消费电子,20220815
8237,70,71.0,2888,惠威科技,9.96592903137207,12.91,141839757.0,970727764.66,1931486788.8,14.869285583496094,4072588.0,105554,140536,4.0,1/1,1.0,消费电子,20220627
8875,20,21.0,2888,惠威科技,10.0,13.75,140606136.0,1033888982.5,2057160600.0,13.69723129272461,24446565.0,93418,93536,1.0,1/1,1.0,消费电子,20220708
8950,28,29.0,2888,惠威科技,10.03636360168457,15.13,180463525.0,1137653840.38,2263624718.4,16.60976219177246,35468956.0,94527,94527,0.0,2/2,2.0,消费电子,20220711
600,50,51.0,2937,兴瑞科技,10.005104064941406,21.55,258356736.0,2102460841.4,6411695988.8,12.493053436279297,2243786.0,105142,145657,3.0,1/1,1.0,消费电子,20220114
1638,55,56.0,2937,兴瑞科技,10.02531623840332,21.73,79328636.0,2120021999.24,6465250758.08,3.8879599571228023,156331704.0,134945,134945,0.0,1/1,1.0,消费电子,20220215
2887,113,114.0,2937,兴瑞科技,10.032787322998049,16.78,86281990.0,1637090158.64,4992494602.88,5.468408584594727,21731778.0,142427,142427,0.0,1/1,1.0,消费电子,20220316
6841,58,59.0,2937,兴瑞科技,10.0,17.05,171394520.0,4921652522.6,5078393786.400001,3.5707123279571533,17388272.0,105045,110203,2.0,1/1,1.0,消费电子,20220531
9727,41,42.0,2937,兴瑞科技,10.009861946105955,22.31,231170081.0,6459945768.82,6645100608.48,3.67077112197876,2597553.0,110909,145257,15.0,1/1,1.0,消费电子,20220726
10007,31,32.0,2947,恒铭达,10.010319709777832,21.32,104520449.0,3257935402.28,4880021465.8,3.3117408752441406,51405078.0,95342,95342,0.0,1/1,1.0,消费电子,20220801
699,73,74.0,2976,瑞玛精密,10.013470649719238,24.5,97981210.0,863992500.0,2940000000.0,11.553645133972168,21880460.0,105515,105942,1.0,1/1,1.0,消费电子,20220117
1530,31,32.0,2976,瑞玛精密,10.01289176940918,25.6,105327039.0,902784000.0,3072000000.0,11.831371307373049,26368512.0,94409,94409,0.0,1/1,1.0,消费电子,20220214
1592,9,10.0,2976,瑞玛精密,10.0,28.16,132900518.0,993062400.0,3379200000.0,13.61888027191162,91032888.0,93200,93200,0.0,2/2,2.0,消费电子,20220215
5015,123,124.0,2976,瑞玛精密,9.992961883544922,15.63,26501722.0,551191950.0,1875600000.0,4.932573318481445,19555630.0,131009,131009,0.0,1/1,1.0,消费电子,20220429
6614,15,16.0,2976,瑞玛精密,10.023175239562988,18.99,22738325.0,669682350.0,2278800000.0,3.439444303512573,47907592.0,93233,93233,0.0,1/1,1.0,消费电子,20220527
8323,52,53.0,2976,瑞玛精密,10.0,22.77,82307673.0,802984050.0,2732400000.0,10.597816467285156,72455961.0,94842,94842,0.0,1/1,1.0,消费电子,20220628
9128,15,16.0,2976,瑞玛精密,10.009624481201172,22.86,82098090.0,806157900.0,2743200000.0,10.44582462310791,58953196.0,94300,94300,0.0,1/1,1.0,消费电子,20220714
10022,46,47.0,2976,瑞玛精密,10.016155242919922,27.24,100423809.0,960618600.0,3268800000.0,10.797844886779783,68569072.0,102454,102454,0.0,1/1,1.0,消费电子,20220801
1577,78,79.0,2981,朝阳科技,9.985527992248535,22.8,49709803.0,547200000.0,2188800000.0,9.36578369140625,16281958.0,141554,141554,0.0,1/1,1.0,消费电子,20220214
4476,17,18.0,2993,奥海科技,10.003789901733398,29.03,91451495.0,1734832800.0,6823211200.0,5.377404689788818,70807711.0,94500,94500,0.0,1/1,1.0,消费电子,20220420
6727,40,41.0,2993,奥海科技,10.006901741027832,31.88,76110513.0,1905148800.0,7493075200.0,4.087264060974121,55480859.0,95806,95806,0.0,1/1,1.0,消费电子,20220530
8516,60,61.0,2993,奥海科技,10.005293846130373,41.56,142157757.0,2483625600.0,9768262400.0,5.915637493133545,98625786.0,105430,105430,0.0,1/1,1.0,消费电子,20220630
9155,42,43.0,2993,奥海科技,10.009203910827637,47.81,559111360.0,2857125600.0,11237262400.0,20.140758514404297,26042919.0,103451,111221,1.0,1/1,1.0,消费电子,20220714
10842,46,47.0,2993,奥海科技,10.004239082336426,51.9,318997696.0,3101544000.0,12198576000.0,10.703167915344238,123428631.0,110106,110106,0.0,1/1,1.0,消费电子,20220817
6589,57,58.0,3028,振邦智能,10.0,31.35,94007028.0,858990000.0,3493684128.0,11.192584037780762,5934304.0,132100,135842,5.0,1/1,1.0,消费电子,20220526
7807,75,76.0,3028,振邦智能,10.006414413452148,34.3,61137547.0,939820000.0,3821098204.0,6.733627796173096,23302939.0,130503,130503,0.0,1/1,1.0,消费电子,20220620
7869,43,44.0,3028,振邦智能,10.0,37.73,216466251.0,1033802000.0,4203208024.4,21.63496780395508,12232858.0,130906,132442,1.0,2/2,2.0,消费电子,20220621
7890,9,10.0,3028,振邦智能,9.99204921722412,41.5,104164716.0,1137100000.0,4623194620.0,9.31006908416748,95837651.0,93009,93009,0.0,3/3,3.0,消费电子,20220622
7960,7,8.0,3028,振邦智能,10.0,45.32,156414783.0,1241768000.0,5048751329.6,12.63141632080078,56885664.0,93000,93000,0.0,4/4,4.0,消费电子,20220623
8071,9,10.0,3028,振邦智能,9.995587348937988,49.85,146796410.0,1365890000.0,5553403658.0,10.795353889465332,47889549.0,92500,93030,1.0,5/5,5.0,消费电子,20220624
8178,11,12.0,3028,振邦智能,10.010029792785645,54.84,98600766.0,1502616000.0,6109301035.200001,6.5619707107543945,57001792.0,92500,92500,0.0,6/6,6.0,消费电子,20220627
8281,10,11.0,3028,振邦智能,9.992706298828123,60.32,75435890.0,1652768000.0,6719785529.6,4.564215183258057,66044669.0,92500,92500,0.0,7/7,7.0,消费电子,20220628
8574,34,35.0,3028,振邦智能,10.008187294006348,53.75,640140336.0,1472750000.0,5987872550.0,44.85541534423828,24777030.0,101136,131357,4.0,10/8,1.0,消费电子,20220701
9342,104,105.0,3028,振邦智能,10.006373405456545,51.78,411814032.0,1446917122.56,5768410058.400001,29.75459861755371,4230840.0,134406,145648,4.0,1/1,1.0,消费电子,20220718
10885,23,24.0,3028,振邦智能,9.992085456848145,55.59,141926817.0,1553382055.68,6192852745.200001,9.400973320007324,103586795.0,94721,94721,0.0,1/1,1.0,消费电子,20220818
6840,57,58.0,300115,长盈精密,20.02427101135254,9.89,515878400.0,11831919737.16,11878164071.68,4.747769355773926,59321357.0,104903,104903,0.0,1/1,1.0,消费电子,20220531
2444,14,15.0,300279,和晶科技,19.969970703125,7.99,280764240.0,3512517777.6,3587046580.0,8.16657829284668,120544954.0,93245,93245,0.0,1/1,1.0,消费电子,20220307
7719,54,55.0,300602,飞荣达,20.016542434692383,14.51,385128528.0,4513147842.17,7370237723.519999,9.123028755187988,13724036.0,132042,145321,1.0,1/1,1.0,消费电子,20220617
10574,56,57.0,300735,光弘科技,19.963537216186523,13.16,844954896.0,9944764592.0,10194013939.2,8.892694473266602,46342374.0,131215,134221,8.0,1/1,1.0,消费电子,20220811
9316,78,79.0,300787,海能实业,20.01099395751953,43.66,424572208.0,2307497363.2,6691415427.2,18.959213256835938,26506859.0,103845,110539,2.0,1/1,1.0,消费电子,20220718
3535,27,28.0,300793,佳禾智能,19.98626518249512,17.47,199276777.0,1808333676.0,5911652336.0,11.369832992553713,59440853.0,93924,93924,0.0,1/1,1.0,消费电子,20220328
9473,32,33.0,301180,万祥科技,19.97991943359375,23.9,218488819.0,956239000.0,9560239000.0,23.595333099365234,47109027.0,94803,94803,0.0,1/1,1.0,消费电子,20220720
7797,65,66.0,600130,波导股份,10.115607261657717,3.81,106962527.0,2926080000.0,2926080000.0,3.771118402481079,20946404.0,110449,110449,0.0,1/1,1.0,消费电子,20220620
8368,97,98.0,600203,福日电子,10.0,7.7,153601701.0,4355735153.0,4566008216.0,3.65924072265625,46502340.0,131653,131653,0.0,1/1,1.0,消费电子,20220628
5644,50,51.0,600745,闻泰科技,10.006403923034668,68.71,1026578256.0,64363169930.83,85635953239.68,1.627471089363098,144115720.0,95234,95234,0.0,1/1,1.0,消费电子,20220511
8154,92,93.0,600745,闻泰科技,10.00155258178711,70.83,3285573824.0,66349176693.03,88278316597.44,5.142653942108154,148611468.0,140817,140817,0.0,1/1,1.0,消费电子,20220624
8385,114,115.0,600745,闻泰科技,10.001364707946776,80.62,5025134848.0,75519845051.42,100479992716.16,7.013983726501465,147950841.0,141335,141335,0.0,3/2,1.0,消费电子,20220628
5309,50,51.0,600898,国美通讯,10.060060501098633,7.33,110072781.0,1850999600.6,2091842671.36,6.325875759124756,32078279.0,101001,101001,0.0,1/1,1.0,消费电子,20220506
5831,61,62.0,600898,国美通讯,10.068965911865234,7.98,157746776.0,2015140083.6,2277340316.1600003,8.18954086303711,31614366.0,104430,104430,0.0,1/1,1.0,消费电子,20220513
6002,32,33.0,600898,国美通讯,10.02538013458252,8.67,200936701.0,2189381519.4,2474253200.64,9.45012378692627,32033916.0,103050,104120,2.0,3/2,1.0,消费电子,20220517
9175,62,63.0,600898,国美通讯,9.933774948120115,6.64,106842878.0,1676758164.8,1894929786.88,6.632030487060547,16971840.0,141043,141516,3.0,1/1,1.0,消费电子,20220714
9541,15,16.0,600898,国美通讯,10.016420364379885,6.7,64214649.0,1691909594.0,1912052646.4,3.85824465751648,30740122.0,93435,93435,0.0,1/1,1.0,消费电子,20220721
9676,32,33.0,600898,国美通讯,9.957324981689451,7.73,247841880.0,1952009128.6,2205995068.1600003,13.607138633728027,22615931.0,110803,142616,4.0,3/2,1.0,消费电子,20220725
10703,58,59.0,600898,国美通讯,10.0,7.26,89461553.0,1833322933.2,2071866001.92,5.100419998168945,50790742.0,134110,134110,0.0,1/1,1.0,消费电子,20220815
4866,43,44.0,601231,环旭电子,10.028929710388184,11.41,162893188.0,24924605432.51,25220580570.08,0.6641334891319275,30347245.0,101836,101836,0.0,1/1,1.0,消费电子,20220428
9882,51,52.0,601231,环旭电子,10.01220989227295,18.02,592418592.0,39199708953.18,39667147194.56,1.5334839820861816,21016653.0,103242,131501,1.0,1/1,1.0,消费电子,20220728
2301,56,57.0,603133,碳元科技,10.0401611328125,10.96,109557441.0,2292669792.0,2292669792.0,4.93631649017334,13834808.0,140815,141048,1.0,1/1,1.0,消费电子,20220302
5052,160,161.0,603133,碳元科技,9.944750785827637,7.96,32748506.0,1665114192.0,1665114192.0,2.0296809673309326,4051703.0,135249,135249,0.0,1/1,1.0,消费电子,20220429
7061,19,20.0,603133,碳元科技,10.021552085876465,10.21,116330646.0,2135780892.0,2135780892.0,5.526806354522705,16537137.0,93440,102250,3.0,1/1,1.0,消费电子,20220606
4527,15,16.0,603327,福蓉科技,10.00719928741455,15.28,73091545.0,1565751532.0,6127280000.0,4.741675853729248,27343560.0,95428,95428,0.0,1/1,1.0,消费电子,20220421
8941,19,20.0,603327,福蓉科技,9.985206604003906,14.87,86905437.0,7751731000.0,7751731000.0,1.1347817182540894,61963646.0,94007,94007,0.0,1/1,1.0,消费电子,20220711
9889,58,59.0,603327,福蓉科技,10.017574310302734,18.78,116887850.0,9790014000.0,9790014000.0,1.244754672050476,65876746.0,105530,105530,0.0,1/1,1.0,消费电子,20220728
10571,53,54.0,603327,福蓉科技,10.010764122009276,20.44,144637685.0,10655372000.0,10655372000.0,1.4021592140197754,57169249.0,112428,112428,0.0,1/1,1.0,消费电子,20220811
10901,39,40.0,603327,福蓉科技,9.986504554748535,24.45,257631516.0,12745785000.0,12745785000.0,2.0752859115600586,19978241.0,100330,135158,2.0,1/1,1.0,消费电子,20220818
4788,102,103.0,603380,易德龙,10.0,28.6,34674224.0,4576000000.0,4621462560.0,0.7925624847412109,23028720.0,135701,135701,0.0,1/1,1.0,消费电子,20220427
10506,64,65.0,603380,易德龙,9.98807430267334,36.89,132666404.0,5918675868.0,5954178804.0,2.2903668880462646,885360.0,135737,144426,8.0,1/1,1.0,消费电子,20220810
2013,53,54.0,603595,东尼电子,10.016051292419434,34.27,172624567.0,5528405831.160001,7965798512.02,3.209856510162353,54422267.0,102731,102731,0.0,1/1,1.0,消费电子,20220223
4623,4,5.0,603595,XD东尼电,10.012836456298828,25.71,38292558.0,4147514266.68,5976092201.46,0.923349380493164,49930388.0,93001,93001,0.0,1/1,1.0,消费电子,20220425
4655,11,12.0,603595,东尼电子,9.99610996246338,28.28,144181607.0,4562104374.24,6573468979.280001,3.239066362380981,2774268.0,93514,94047,2.0,2/2,2.0,消费电子,20220426
4749,63,64.0,603595,东尼电子,10.007072448730469,31.11,264113242.0,5018637449.88,7231280761.86,5.648788928985596,47414751.0,131535,131535,0.0,3/3,3.0,消费电子,20220427
6988,33,34.0,603595,东尼电子,10.012714385986328,34.61,188572489.0,6258740570.51,8044828902.86,3.089186906814575,69823321.0,95006,95006,0.0,1/1,1.0,消费电子,20220602
8949,27,28.0,603595,东尼电子,10.011835098266602,46.48,563599840.0,8405266157.679999,10803919312.48,6.817414283752441,13609344.0,94524,145640,10.0,1/1,1.0,消费电子,20220711
9594,3,4.0,603595,东尼电子,10.0,50.82,617195280.0,9190095226.62,11812719007.32,6.731176376342773,51646333.0,93030,103903,18.0,1/1,1.0,消费电子,20220722
9655,11,12.0,603595,东尼电子,9.996065139770508,55.9,622389600.0,10108743076.9,12993526023.4,6.236886501312256,2309564.0,93625,145524,20.0,2/2,2.0,消费电子,20220725
10688,43,44.0,603595,东尼电子,10.0,71.61,548719056.0,12949679637.51,16645194964.86,4.336145401000977,7442570.0,103820,142019,10.0,1/1,1.0,消费电子,20220815
10909,47,48.0,603595,东尼电子,10.005817413330078,75.64,458182560.0,13678449487.24,17581937538.64,3.471974849700928,63295552.0,105612,105612,0.0,4/2,1.0,消费电子,20220818
10583,65,66.0,603626,科森科技,9.974746704101562,8.71,415152768.0,4833002099.900001,4856255204.320001,8.881174087524414,34297985.0,140912,141148,2.0,1/1,1.0,消费电子,20220811
5209,102,103.0,603629,利通电子,10.01747226715088,18.89,23717011.0,1889000000.0,2455700000.0,1.3016760349273682,3019132.0,105152,105152,0.0,1/1,1.0,消费电子,20220505
7377,77,78.0,603633,徕木股份,9.982638359069824,12.67,117907127.0,3338560204.0,3338560204.0,3.6398539543151855,19872514.0,134400,141951,1.0,1/1,1.0,消费电子,20220610
7553,16,17.0,603633,徕木股份,10.03773593902588,14.58,224566391.0,3841847496.0,3841847496.0,5.883594989776611,1092566.0,93322,145648,3.0,4/2,1.0,消费电子,20220615
9881,50,51.0,603633,徕木股份,9.978463172912598,15.32,188290051.0,4036838384.0,5029801365.12,4.806416988372803,23037250.0,103235,103235,0.0,1/1,1.0,消费电子,20220728
10900,38,39.0,603633,徕木股份,9.980928421020508,17.3,396759696.0,4558570760.0,5679867076.8,8.913719177246094,10777900.0,100139,144646,1.0,1/1,1.0,消费电子,20220818
7762,30,31.0,605277,新亚电子,10.024009704589844,18.33,56876427.0,1395464366.4,3475916360.28,4.160684108734131,21094017.0,94414,94414,0.0,1/1,1.0,消费电子,20220620
9328,90,91.0,605277,新亚电子,10.0,20.35,70132399.0,1591456243.3000002,3858968790.6,4.517516136169434,29072803.0,112225,112225,0.0,1/1,1.0,消费电子,20220718
26,26,27.0,2168,惠程科技,10.023309707641602,4.72,129849713.0,3742662960.96,3785107560.96,3.5041544437408447,42764144.0,93257,93257,0.0,1/1,1.0,游戏,20220104
8275,4,5.0,2168,惠程科技,10.144927024841309,3.8,29859647.0,3016288733.4,3047332358.4,0.9899466037750244,52099520.0,92500,92500,0.0,1/1,1.0,游戏,20220628
8403,3,4.0,2168,惠程科技,10.0,4.18,139492623.0,3317917606.74,3352065594.24,4.204990863800049,3084254.0,92500,150000,1.0,2/2,2.0,游戏,20220629
9348,110,111.0,2168,惠程科技,9.973752975463867,4.19,184213574.0,3325855208.67,3360084889.92,5.7469329833984375,61288294.0,140748,140748,0.0,1/1,1.0,游戏,20220718
9379,20,21.0,2168,惠程科技,10.023866653442385,4.61,512704608.0,3659234489.73,3696895308.48,14.18667221069336,40761804.0,93406,112227,6.0,2/2,2.0,游戏,20220719
9443,2,3.0,2168,惠程科技,9.978307723999023,5.07,295295696.0,4024364178.51,4065782909.76,7.346011638641357,95062423.0,92500,93427,1.0,3/3,3.0,游戏,20220720
9528,2,3.0,2168,惠程科技,10.059171676635742,5.58,215989368.0,4429181876.94,4474766989.44,4.87650728225708,123754512.0,92500,92500,0.0,4/4,4.0,游戏,20220721
9596,5,6.0,2168,惠程科技,10.035842895507812,6.14,488893568.0,4873687585.02,4923847547.52,10.251458168029783,229745347.0,93145,93145,0.0,5/5,5.0,游戏,20220722
9707,21,22.0,2168,惠程科技,9.94575023651123,6.08,1579429120.0,4826061973.44,4875731773.44,33.84684371948242,81469568.0,95630,102524,3.0,7/6,1.0,游戏,20220726
9817,72,73.0,2168,惠程科技,10.032894134521484,6.69,1564544432.0,5310255691.17,5364908809.92,31.24456024169922,156571422.0,140603,140654,1.0,8/7,2.0,游戏,20220727
4063,0,1.0,2174,游族网络,10.048309326171877,11.39,187273905.0,10412360729.03,10431669273.44,1.79925274848938,40900305.0,92500,102251,1.0,1/1,1.0,游戏,20220412
7871,45,46.0,2174,游族网络,10.0217866897583,10.1,410638064.0,9233085457.7,9250207169.6,4.618277549743652,51929796.0,134200,143145,1.0,1/1,1.0,游戏,20220621
137,43,44.0,2354,天神娱乐,10.015897750854492,6.92,2037724672.0,10035839252.96,11503000408.32,22.071495056152344,127862777.0,141030,141030,0.0,5/4,1.0,游戏,20220105
1989,29,30.0,2354,天娱数科,10.11494255065918,4.79,194300025.0,6946773124.52,7962336987.84,2.8585493564605717,69547447.0,93630,93630,0.0,1/1,1.0,游戏,20220223
2062,13,14.0,2354,天娱数科,10.02087688446045,5.27,1103866992.0,7642900702.759999,8760232969.92,14.622114181518556,7655202.0,93336,144730,8.0,2/2,2.0,游戏,20220224
3488,55,56.0,2354,天娱数科,10.087719917297363,5.02,283278656.0,7280334255.759999,8344662145.919999,4.023187637329102,92555547.0,102603,102603,0.0,1/1,1.0,游戏,20220325
5010,118,119.0,2425,凯撒文化,9.979209899902344,5.29,277682688.0,5057165400.42,5060758230.88,5.669467926025391,23443782.0,130603,133524,2.0,1/1,1.0,游戏,20220429
5368,24,25.0,2425,凯撒文化,10.019268035888672,5.71,416377712.0,5458679477.58,5462557561.12,7.707810401916504,8925301.0,93009,142018,11.0,4/2,1.0,游戏,20220509
10965,21,22.0,2425,凯撒文化,9.963099479675291,5.96,415234944.0,5697675952.08,5701723829.12,7.416903018951416,55406961.0,94015,94121,1.0,1/1,1.0,游戏,20220819
10831,35,36.0,2445,中南文化,9.91735553741455,2.66,188126825.0,6330623985.14,6361837773.76,3.0601918697357178,53498718.0,100103,100103,0.0,1/1,1.0,游戏,20220817
10913,51,52.0,2445,中南文化,10.150376319885254,2.93,469455584.0,6973206118.97,7007588224.4800005,7.143959999084473,47046087.0,111103,111103,0.0,2/2,2.0,游戏,20220818
10953,9,10.0,2445,中南文化,9.897611618041992,3.22,411787184.0,7663386929.38,7701172041.92,5.435073852539063,89070017.0,93030,93030,0.0,3/3,3.0,游戏,20220819
8270,103,104.0,2464,众应退,8.333333969116211,0.26,11103172.0,135638694.88,135666539.84,8.387836456298828,2140620.0,150000,150000,0.0,1/1,1.0,游戏,20220627
4912,20,21.0,2517,恺英网络,9.975668907165527,4.52,257010022.0,7431655062.48,9729379696.64,3.4940030574798584,54109091.0,93118,130003,1.0,1/1,1.0,游戏,20220429
5243,136,137.0,2517,恺英网络,9.955751419067385,4.97,433531280.0,8171532225.78,10698012631.04,5.496567726135254,20253952.0,134006,134006,0.0,2/2,2.0,游戏,20220505
