,Unnamed: 0,序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业,date
1501,2,3.0,2564,天沃科技,10.024450302124023,4.5,23500800.0,3908147418.0,3912188760.0,0.6013283729553223,71184150.0,92500,92500,0.0,1/1,1.0,专业服务,20220214
1690,50,51.0,2564,天沃科技,10.10988998413086,5.01,377970416.0,4351070792.04,4355570152.8,9.161576271057127,31423722.0,105736,110627,3.0,3/2,1.0,专业服务,20220216
6711,24,25.0,2564,天沃科技,10.126582145690918,4.35,55314659.0,3777875837.4,3781782468.0,1.4887324571609497,69264615.0,93339,93339,0.0,1/1,1.0,专业服务,20220530
6785,2,3.0,2564,天沃科技,10.11494255065918,4.79,36476927.0,4160005807.16,4164307591.2,0.8768479824066162,81384375.0,92500,92500,0.0,2/2,2.0,专业服务,20220531
7145,14,15.0,2564,天沃科技,10.065646171569824,5.03,133392183.0,4368440336.12,4372957658.400001,3.1242947578430176,49629501.0,93212,93212,0.0,6/3,1.0,专业服务,20220607
10001,25,26.0,2564,天沃科技,10.1010103225708,5.45,214142146.0,4733200761.8,4738095276.0,4.662135124206543,91157871.0,94009,94009,0.0,1/1,1.0,专业服务,20220801
10062,2,3.0,2564,天沃科技,10.091742515563965,6.0,145272000.0,5210863224.0,5216251680.0,2.7878682613372803,134575800.0,92500,92500,0.0,2/2,2.0,专业服务,20220802
10125,18,19.0,2564,天沃科技,10.0,6.6,1185366768.0,5731949546.4,5737876848.0,21.68778419494629,79001340.0,94839,143639,4.0,3/3,3.0,专业服务,20220803
10172,26,27.0,2564,天沃科技,10.0,7.26,1197985712.0,6305144501.04,6311664532.8,19.78292465209961,132354156.0,95345,95345,0.0,4/4,4.0,专业服务,20220804
10849,53,54.0,2564,天沃科技,10.088496208190918,6.22,732573200.0,5401928208.88,5407514241.599999,14.32847785949707,85218895.0,131712,131712,0.0,1/1,1.0,专业服务,20220817
363,23,24.0,2878,元隆雅图,9.986194610595703,23.9,336485008.0,4466328680.3,5291797157.299999,7.679337501525879,68605667.0,94230,94230,0.0,1/1,1.0,专业服务,20220111
402,4,5.0,2878,元隆雅图,10.0,26.29,434718176.0,4912961548.33,5820976873.03,8.942938804626465,124352173.0,92500,93354,1.0,2/2,2.0,专业服务,20220112
1140,3,4.0,2878,元隆雅图,10.010823249816896,20.33,14870520.0,3799182513.41,4501348795.309999,0.3914136886596679,338432351.0,92500,92500,0.0,1/1,1.0,专业服务,20220207
1227,4,5.0,2878,元隆雅图,9.985243797302246,22.36,13347444.0,4178540137.72,4950819432.52,0.319428414106369,368105211.0,92500,92500,0.0,2/2,2.0,专业服务,20220208
1302,5,6.0,2878,元隆雅图,10.017889022827148,24.6,22294242.0,4597141654.2,5446787032.200001,0.4849587678909302,338267958.0,92500,92500,0.0,3/3,3.0,专业服务,20220209
1398,5,6.0,2878,元隆雅图,10.0,27.06,24027927.0,5056855819.62,5991465735.42,0.4751554727554321,323877081.0,92500,92500,0.0,4/4,4.0,专业服务,20220210
1454,6,7.0,2878,元隆雅图,10.014781951904297,29.77,422982608.0,5563288904.29,6591497965.39,7.603103637695312,258530092.0,92500,92500,0.0,5/5,5.0,专业服务,20220211
1517,18,19.0,2878,元隆雅图,10.010077476501465,32.75,1443083376.0,6120178421.75,7251312004.25,23.92062759399414,36957883.0,93242,131503,5.0,6/6,6.0,专业服务,20220214
2425,40,41.0,2878,元隆雅图,9.981684684753418,24.02,430513856.0,4530081852.94,5360141473.34,9.948664665222168,122930540.0,131721,131721,0.0,1/1,1.0,专业服务,20220304
6508,78,79.0,2878,元隆雅图,10.02915382385254,18.87,160035216.0,3559142802.27,4211233769.67,4.681850910186768,15422451.0,132048,144857,1.0,1/1,1.0,专业服务,20220525
8584,44,45.0,2878,元隆雅图,10.0,21.23,357074048.0,4004271419.83,4737916954.43,9.238444328308104,120007564.0,104527,104527,0.0,1/1,1.0,专业服务,20220701
8861,6,7.0,2967,广电计量,10.01651096343994,19.99,71168477.0,4710339472.089999,11498764541.599998,1.5108991861343384,119262259.0,92500,92500,0.0,1/1,1.0,专业服务,20220708
10713,68,69.0,3008,开普检测,9.984338760375977,28.09,91570269.0,973181842.15,2247200000.0,9.685446739196776,67949710.0,143212,143706,2.0,1/1,1.0,专业服务,20220815
3037,36,37.0,3035,南网能源,10.061920166015623,7.11,214259984.0,11632390901.55,26931818154.24,1.8727973699569704,62972217.0,95657,95657,0.0,1/1,1.0,专业服务,20220318
10750,31,32.0,3035,南网能源,10.015649795532228,7.03,339455744.0,11501506053.15,26628787851.52,3.0156495571136475,90852458.0,95157,95157,0.0,1/1,1.0,专业服务,20220816
486,88,89.0,300572,安车检测,19.99089241027832,26.35,750107264.0,4642060290.85,6033855196.200001,17.618749618530273,26971728.0,142206,143424,1.0,1/1,1.0,专业服务,20220112
3724,18,19.0,300938,信测标准,19.995216369628903,50.17,207315312.0,1514442958.42,3348732109.0,13.933632850646973,12182831.0,93400,94036,1.0,1/1,1.0,专业服务,20220331
5900,26,27.0,301166,优宁维,19.99275016784668,66.2,289059296.0,1358026601.4,5737333421.6,21.53860664367676,23739320.0,93351,102518,5.0,1/1,1.0,专业服务,20220516
6351,60,61.0,301166,优宁维,20.003419876098636,70.19,356600752.0,1439877449.43,6083133426.92,25.887300491333008,61462645.0,101342,101342,0.0,1/1,1.0,专业服务,20220523
663,37,38.0,301169,零点有数,20.0,46.32,237503375.0,836536606.08,3346146331.68,29.719776153564453,91955205.0,94227,94227,0.0,1/1,1.0,专业服务,20220117
746,8,9.0,301169,零点有数,19.991365432739254,55.58,81176979.0,1003771687.52,4015086638.92,8.08719539642334,170544840.0,92503,92503,0.0,2/2,2.0,专业服务,20220118
802,21,22.0,301169,零点有数,20.007198333740234,66.7,856620976.0,1204598264.8,4818392925.8,73.79024505615234,22612834.0,93924,103315,7.0,3/3,3.0,专业服务,20220119
1777,20,21.0,301169,零点有数,19.992361068725582,62.84,717097568.0,1134886880.96,4539547398.16,65.48246002197266,23935756.0,93748,142315,3.0,1/1,1.0,专业服务,20220218
1702,62,63.0,301228,实朴检测,20.00609970092773,39.35,571288880.0,1022848002.6,4722000000.0,62.69210052490234,76629284.0,134357,134357,0.0,1/1,1.0,专业服务,20220216
1716,4,5.0,301228,实朴检测,20.0,47.22,349168432.0,1227417603.12,5666400000.0,28.492551803588867,101026198.0,92503,93030,1.0,2/2,2.0,专业服务,20220217
9510,69,70.0,301289,国缆检测,20.0,52.56,391037008.0,788400000.0,3153600000.0,53.6738395690918,51135308.0,132554,135024,1.0,1/1,1.0,专业服务,20220720
2999,96,97.0,603060,国检集团,10.0,15.95,85705577.0,9628696000.0,9628696000.0,0.9292622208595276,3757851.0,145019,145019,0.0,1/1,1.0,专业服务,20220317
733,107,108.0,603183,建研院,9.965636253356934,6.4,195374225.0,2571832089.6,2671163494.4,7.83419942855835,4633088.0,144806,150000,1.0,1/1,1.0,专业服务,20220117
820,39,40.0,603183,建研院,10.06289291381836,7.0,321851872.0,2812941348.0,2921585072.0,12.032522201538086,35512827.0,104451,104530,1.0,3/2,1.0,专业服务,20220119
1209,72,73.0,603183,建研院,9.98217487335205,6.17,196411356.0,2479406873.88,2575168556.32,8.09121036529541,6453079.0,132717,135911,7.0,1/1,1.0,专业服务,20220207
3027,26,27.0,603183,建研院,9.95106029510498,6.74,195786397.0,2708460669.36,2813069055.04,7.357246398925781,45336219.0,94105,94517,1.0,1/1,1.0,专业服务,20220318
3198,92,93.0,603183,建研院,9.94065284729004,7.41,678064864.0,2977699341.24,3092706483.36,23.71002769470215,34886680.0,110407,110407,0.0,2/2,2.0,专业服务,20220321
5410,66,67.0,603183,建研院,9.98116683959961,5.84,104995556.0,2346796781.76,2437436688.64,4.589946269989014,60722281.0,94457,94457,0.0,1/1,1.0,专业服务,20220509
5746,56,57.0,603183,建研院,10.0,7.04,713411456.0,2829015298.56,2938279843.84,25.86138153076172,2836247.0,112117,145403,9.0,4/2,1.0,专业服务,20220512
8585,45,46.0,519,中兵红箭,10.017152786254885,32.07,2598443952.0,44625076699.41,44659366360.32,5.929754257202148,35599560.0,104554,143336,9.0,1/1,1.0,专用设备,20220701
1875,66,67.0,584,哈工智能,10.018552780151367,5.93,152358410.0,4360300553.79,4512359873.12,3.605101585388184,66334160.0,104742,104742,0.0,1/1,1.0,专用设备,20220221
2738,36,37.0,584,哈工智能,9.983633041381836,6.72,402990192.0,5012978631.36,5113500564.48,8.395345687866211,14590464.0,132045,132045,0.0,1/1,1.0,专用设备,20220314
6920,46,47.0,584,哈工智能,10.043667793273926,5.04,68643661.0,3759733973.52,3835125423.36,1.875245213508606,50250140.0,95830,95830,0.0,1/1,1.0,专用设备,20220601
7028,73,74.0,584,哈工智能,9.920635223388672,5.54,313471328.0,4132723455.02,4215594215.36,7.853951454162598,15024480.0,135412,135412,0.0,2/2,2.0,专用设备,20220602
7274,17,18.0,584,哈工智能,10.058026313781738,5.69,344993072.0,4244620299.47,4329734852.96,8.352496147155762,5148624.0,94436,145409,3.0,6/3,1.0,专用设备,20220609
7344,44,45.0,584,哈工智能,10.017574310302734,6.26,340288128.0,4669828308.38,4763469275.84,7.705583572387695,36484219.0,102754,102754,0.0,7/4,2.0,专用设备,20220610
7397,1,2.0,584,哈工智能,10.063898086547852,6.89,460035808.0,5139795055.07,5242859953.76,9.012383460998535,64863024.0,92500,135942,1.0,8/5,3.0,专用设备,20220613
7707,42,43.0,584,哈工智能,9.98217487335205,6.17,332095808.0,4602690201.71,4694984893.28,7.546490669250488,25029839.0,105706,105706,0.0,12/6,1.0,专用设备,20220617
8474,18,19.0,584,哈工智能,9.94065284729004,7.41,320098208.0,5527704115.83,5638547497.440001,5.953865051269531,80842158.0,93924,93924,0.0,1/1,1.0,专用设备,20220630
8545,5,6.0,584,哈工智能,9.986504554748535,8.15,306529088.0,6079728548.45,6201641309.6,5.089156627655029,84687375.0,93012,93012,0.0,2/2,2.0,专用设备,20220701
8759,36,37.0,584,哈工智能,10.014103889465332,7.8,626094016.0,5818635911.4,5935313155.2,11.14810276031494,87444801.0,103312,103312,0.0,5/3,1.0,专用设备,20220706
10642,53,54.0,584,哈工智能,10.05290985107422,8.32,514715008.0,6206544972.16,6331000698.88,8.681825637817383,129618112.0,142242,142242,0.0,1/1,1.0,专用设备,20220812
5654,60,61.0,821,京山轻机,10.050251007080078,8.76,180437046.0,5174392698.48,5456383107.84,3.581491470336914,40939860.0,100509,100509,0.0,1/1,1.0,专用设备,20220511
7253,57,58.0,821,京山轻机,10.020039558410645,10.98,440731840.0,6485711396.04,6839165128.320001,7.1937174797058105,44546343.0,143924,143924,0.0,1/1,1.0,专用设备,20220608
7613,15,16.0,821,京山轻机,9.97352123260498,12.46,807290352.0,7359923861.080001,7761019808.64,11.093276977539062,86917521.0,93509,141051,2.0,1/1,1.0,专用设备,20220616
7679,14,15.0,821,京山轻机,10.032102584838867,13.71,822117264.0,8098278983.580001,8539613288.64,10.364330291748049,142999358.0,94030,94030,0.0,2/2,2.0,专用设备,20220617
7914,33,34.0,821,京山轻机,10.0,16.61,1397134320.0,9811262867.78,10345950162.24,15.109663009643556,132687324.0,95254,95254,0.0,5/3,1.0,专用设备,20220622
8053,100,101.0,821,京山轻机,9.993979454040527,18.27,2739846592.0,10791798470.46,11379922303.68,26.3569393157959,136584236.0,141548,141548,0.0,6/4,2.0,专用设备,20220623
8149,87,88.0,821,京山轻机,10.016420364379885,20.1,2758520944.0,11872750369.8,12519783158.400002,24.434181213378903,99327386.0,134542,145012,2.0,7/5,3.0,专用设备,20220624
8220,53,54.0,821,京山轻机,10.0,22.11,1555554800.0,13060025406.78,13771761474.24,12.167908668518066,168293957.0,95724,95724,0.0,14/7,4.0,专用设备,20220627
8294,23,24.0,821,京山轻机,9.995476722717283,24.32,3004613616.0,14365437263.36,15148314746.88,21.18112564086914,118956391.0,93106,104000,5.0,15/8,5.0,专用设备,20220628
9235,54,55.0,821,京山轻机,9.97652530670166,18.74,2176512528.0,11069419996.52,11672673452.16,20.779075622558597,181884818.0,142530,142530,0.0,1/1,1.0,专用设备,20220715
9335,97,98.0,821,京山轻机,9.978654861450195,20.61,3640571824.0,12173999259.78,12837449298.24,30.77294158935547,83527589.0,132824,144921,2.0,2/2,2.0,专用设备,20220718
9571,45,46.0,821,京山轻机,10.015487670898438,21.31,2480178048.0,12587478128.38,13273461647.04,20.362985610961918,157188953.0,110115,110115,0.0,5/3,1.0,专用设备,20220721
10940,78,79.0,821,京山轻机,10.00874137878418,25.17,3073079360.0,14867518746.660002,15677758313.28,21.90983009338379,271066704.0,143739,143739,0.0,1/1,1.0,专用设备,20220818
1156,19,20.0,852,石化机械,10.051107406616213,6.46,64634192.0,5023328280.62,5023328248.32,1.3078008890151978,36874093.0,93430,93430,0.0,1/1,1.0,专用设备,20220207
3332,31,32.0,852,石化机械,10.0,7.04,229630719.0,5474339178.88,5474339143.68,4.263760089874268,34569497.0,94648,100912,1.0,1/1,1.0,专用设备,20220323
8036,83,84.0,852,石化机械,10.0,6.71,234756832.0,5217729529.87,6314134800.16,4.62810754776001,24106936.0,131642,131642,0.0,1/1,1.0,专用设备,20220623
1035,20,21.0,856,冀东装备,10.0130033493042,8.46,103818326.0,1920420000.0,1920420000.0,5.486380577087402,30511996.0,95218,95218,0.0,1/1,1.0,专用设备,20220126
1089,8,9.0,856,冀东装备,9.948979377746582,8.62,262118978.0,1956740000.0,1956740000.0,13.549884796142578,28904911.0,93406,95748,7.0,3/2,1.0,专用设备,20220128
1158,21,22.0,856,冀东装备,9.976798057556152,9.48,229810961.0,2151960000.0,2151960000.0,11.049588203430176,74465855.0,93551,93654,1.0,4/3,2.0,专用设备,20220207
1223,0,1.0,856,冀东装备,10.02109718322754,10.43,38152157.0,2367610000.0,2367610000.0,1.611420750617981,258804544.0,92500,92500,0.0,5/4,3.0,专用设备,20220208
1297,0,1.0,856,冀东装备,9.971237182617188,11.47,21826171.0,2603690000.0,2603690000.0,0.8382784128189087,267986318.0,92500,92500,0.0,6/5,4.0,专用设备,20220209
1393,0,1.0,856,冀东装备,10.026155471801758,12.62,139237848.0,2864740000.0,2864740000.0,4.860400676727295,170072041.0,92500,92500,0.0,7/6,5.0,专用设备,20220210
1522,23,24.0,856,冀东装备,10.015174865722656,14.5,1303159536.0,3291500000.0,3291500000.0,40.978477478027344,10679003.0,93651,145506,10.0,9/7,1.0,专用设备,20220214
3211,105,106.0,856,冀东装备,10.046082496643066,11.94,431915424.0,2710380000.0,2710380000.0,16.9025821685791,85685022.0,135554,135554,0.0,1/1,1.0,专用设备,20220321
3873,41,42.0,856,冀东装备,9.97942352294922,10.69,256945825.0,2426630000.0,2426630000.0,10.86916446685791,18181338.0,95336,100403,1.0,1/1,1.0,专用设备,20220406
6686,87,88.0,856,冀东装备,9.948320388793944,8.51,151687354.0,1931770000.0,1931770000.0,8.2744140625,54675048.0,145242,145242,0.0,1/1,1.0,专用设备,20220527
8312,41,42.0,856,冀东装备,9.973752975463867,8.38,145903471.0,1902260000.0,1902260000.0,7.789579391479492,34897881.0,94021,103051,1.0,1/1,1.0,专用设备,20220628
8447,47,48.0,856,冀东装备,10.023866653442385,9.22,395717088.0,2092940000.0,2092940000.0,19.85456275939941,1253920.0,111021,111021,0.0,2/2,2.0,专用设备,20220629
8974,52,53.0,856,冀东装备,9.955257415771484,9.83,300386512.0,2231410000.0,2231410000.0,14.21220588684082,43580322.0,141245,141245,0.0,1/1,1.0,专用设备,20220711
9640,49,50.0,856,冀东装备,10.021552085876465,10.21,390468288.0,2317670000.0,2317670000.0,17.60625648498535,103183281.0,142348,143509,2.0,1/1,1.0,专用设备,20220722
9664,20,21.0,1336,N楚环,43.98954772949219,33.06,20944547.0,664291110.0,2657147910.0,3.1681888103485107,1040710848.0,100000,100000,0.0,1/1,1.0,专用设备,20220725
9686,0,1.0,1336,楚环科技,10.012099266052246,36.37,9885402.0,730800595.0,2923184195.0,1.3526811599731443,276313764.0,92500,92500,0.0,2/2,2.0,专用设备,20220726
9761,16,17.0,1336,楚环科技,10.008248329162598,40.01,235853957.0,803940935.0,3215743735.0,30.286888122558597,71341070.0,93318,93318,0.0,3/3,3.0,专用设备,20220727
9833,2,3.0,1336,楚环科技,9.9975004196167,44.01,370112288.0,884314935.0,3537237735.0,42.0709228515625,52967047.0,92500,94809,3.0,4/4,4.0,专用设备,20220728
1368,71,72.0,2006,精功科技,10.005322456359863,20.67,210576786.0,9408157200.0,9408157200.0,2.3566370010375977,67669053.0,131400,131400,0.0,1/1,1.0,专用设备,20220209
1866,57,58.0,2006,精功科技,10.017969131469728,24.49,597332912.0,11146868400.0,11146868400.0,5.53131628036499,54029789.0,101139,111242,2.0,1/1,1.0,专用设备,20220221
5545,62,63.0,2006,精功科技,10.015649795532228,21.09,136417013.0,9599324400.0,9599324400.0,1.47687828540802,42695587.0,103000,103000,0.0,1/1,1.0,专用设备,20220510
8343,72,73.0,2006,精功科技,9.985152244567873,29.63,433407520.0,13486390800.0,13486390800.0,3.30689001083374,69900133.0,103809,103809,0.0,1/1,1.0,专用设备,20220628
9600,9,10.0,2009,天奇股份,10.025839805603027,21.29,278153200.0,7876822231.11,8075285077.599999,3.5808181762695312,82050510.0,93409,93409,0.0,1/1,1.0,专用设备,20220722
7838,12,13.0,2031,巨轮智能,10.16042709350586,2.06,391775696.0,3834378381.74,4530755067.84,10.24641227722168,27206008.0,93221,112421,2.0,1/1,1.0,专用设备,20220621
7940,59,60.0,2031,巨轮智能,10.194174766540527,2.27,657387840.0,4225261614.83,4992628157.28,16.748825073242188,108689100.0,131109,131109,0.0,2/2,2.0,专用设备,20220622
7977,24,25.0,2031,巨轮智能,10.132158279418944,2.5,599770960.0,4653371822.5,5498489160.0,13.390499114990234,100581782.0,93718,93718,0.0,3/3,3.0,专用设备,20220623
8063,1,2.0,2031,巨轮智能,10.0,2.75,1341294704.0,5118709004.75,6048338076.0,26.541221618652344,88486755.0,92500,101742,3.0,4/4,4.0,专用设备,20220624
8188,21,22.0,2031,巨轮智能,10.181818008422852,3.03,784942880.0,5639886648.87,6664168861.919999,14.18753719329834,169686205.0,93203,93418,2.0,5/5,5.0,专用设备,20220627
8274,3,4.0,2031,巨轮智能,9.90099048614502,3.33,82508036.0,6198291267.57,7323987561.12,1.3311415910720823,256592151.0,92500,92500,0.0,6/6,6.0,专用设备,20220628
8401,1,2.0,2031,巨轮智能,9.909910202026367,3.66,445639472.0,6812536348.14,8049788130.240001,6.541461944580078,379308773.0,92500,92500,0.0,7/7,7.0,专用设备,20220629
8583,43,44.0,2031,巨轮智能,10.030394554138184,3.62,2925874176.0,6738082398.9800005,7961812303.68,45.34053039550781,115348204.0,104433,131112,5.0,9/8,1.0,专用设备,20220701
8739,16,17.0,2031,巨轮智能,10.051546096801758,4.27,1724770096.0,7947959072.829999,9391419485.28,22.290483474731445,279507624.0,94157,94157,0.0,12/9,1.0,专用设备,20220706
8906,51,52.0,2031,巨轮智能,10.093896865844728,4.69,4321089280.0,8729725539.01,10315165664.160002,50.85605239868164,57661251.0,111200,144845,5.0,14/10,1.0,专用设备,20220708
9358,120,121.0,2031,巨轮智能,10.023866653442385,4.61,3771632688.0,8580817640.690001,10139214011.04,46.697513580322266,122699990.0,145333,145624,1.0,20/11,1.0,专用设备,20220718
9906,75,76.0,2031,巨轮智能,10.047846794128418,4.6,3515220080.0,8562204153.4,10117220054.4,42.23473739624024,299891254.0,134727,134727,0.0,1/1,1.0,专用设备,20220728
10203,57,58.0,2031,巨轮智能,9.90783405303955,4.77,3419642624.0,8878633437.33,10491117317.28,41.03217315673828,70706315.0,144009,145533,4.0,1/1,1.0,专用设备,20220804
703,77,78.0,2073,软控股份,10.0,7.81,245818454.0,7294009497.94,7447511908.32,3.4764981269836426,42940114.0,110606,110606,0.0,1/1,1.0,专用设备,20220117
8015,62,63.0,2073,软控股份,10.033445358276367,6.58,425614880.0,6145273046.92,6274600301.76,7.114337921142578,19954508.0,110115,144342,3.0,1/1,1.0,专用设备,20220623
8826,50,51.0,2073,软控股份,10.013531684875488,8.13,443766400.0,7592867761.620001,7752659643.360001,6.072735786437988,77837311.0,103739,103739,0.0,1/1,1.0,专用设备,20220707
10321,50,51.0,2073,软控股份,10.05221939086914,8.43,577750160.0,7873047383.82,8038735644.96,7.539505481719971,3235425.0,103024,145051,4.0,1/1,1.0,专用设备,20220808
3199,93,94.0,2111,威海广泰,9.967496871948242,10.15,181238584.0,4815143374.3,5425768896.8,3.8322558403015137,1941684.0,110521,133854,4.0,1/1,1.0,专用设备,20220321
5211,104,105.0,2111,威海广泰,9.987516403198242,8.81,71662455.0,4180485625.22,4709460490.72,1.781017184257507,9835589.0,110045,110045,0.0,1/1,1.0,专用设备,20220505
5758,68,69.0,2111,威海广泰,9.954751014709473,9.72,267958812.0,4612295150.64,5195908736.64,5.969968795776367,10421667.0,140351,145154,2.0,1/1,1.0,专用设备,20220512
5772,2,3.0,2111,威海广泰,9.97942352294922,10.69,114866284.0,5072575633.78,5714430493.28,2.2644567489624023,58047672.0,92500,92500,0.0,2/2,2.0,专用设备,20220513
4217,5,6.0,2184,海得控制,10.039761543273926,11.07,89132193.0,2543010484.77,3895625633.76,3.505780935287476,69186260.0,93000,93000,0.0,1/1,1.0,专用设备,20220414
10906,44,45.0,2184,海得控制,9.970237731933594,14.78,396794320.0,3549431839.12,5201205679.04,11.54036808013916,35255177.0,102724,102724,0.0,1/1,1.0,专用设备,20220818
2729,27,28.0,2190,成飞集成,10.01841640472412,29.87,424295584.0,10715245475.41,10715245505.28,4.016894817352295,3423072.0,100115,145415,5.0,1/1,1.0,专用设备,20220314
2816,42,43.0,2209,达 意 隆,10.0,7.48,52792669.0,1155843873.36,1460425494.0,4.643241882324219,10472748.0,100209,100415,1.0,1/1,1.0,专用设备,20220316
5020,128,129.0,2209,达 意 隆,9.98217487335205,6.17,22759832.0,953416670.94,1204655788.5,2.4508721828460693,11046768.0,131212,131212,0.0,1/1,1.0,专用设备,20220429
8043,90,91.0,2209,达 意 隆,10.026738166809082,8.23,109681679.0,1271737309.86,1606858531.5,8.910297393798828,14632940.0,134927,142257,2.0,1/1,1.0,专用设备,20220623
9437,78,79.0,2209,达 意 隆,10.027472496032717,8.01,91159546.0,1237741901.82,1563904840.5,7.7405009269714355,52967727.0,142627,142627,0.0,1/1,1.0,专用设备,20220719
9450,9,10.0,2209,达 意 隆,9.987516403198242,8.81,71366152.0,1361361567.42,1720100080.5,5.278278827667236,58868085.0,93006,93006,0.0,2/2,2.0,专用设备,20220720
9697,11,12.0,2209,达 意 隆,9.962639808654783,8.83,44571303.0,1364452059.06,1724004961.5,3.309570550918579,73128294.0,93109,93109,0.0,6/3,1.0,专用设备,20220726
10033,57,58.0,2209,达 意 隆,9.976798057556152,9.48,186268362.0,1464893037.36,1850913594.0,13.298980712890623,41172588.0,111548,111548,0.0,1/1,1.0,专用设备,20220801
10954,10,11.0,2209,达 意 隆,10.035419464111328,9.32,60763551.0,1440169104.24,1819674546.0,4.256640434265137,44567718.0,93036,93036,0.0,1/1,1.0,专用设备,20220819
7504,32,33.0,2278,神开股份,9.922179222106934,5.65,97315497.0,1925810443.9,2056089511.2,5.250645637512207,48694112.0,104854,104854,0.0,1/1,1.0,专用设备,20220614
7574,37,38.0,2278,神开股份,10.088496208190918,6.22,190830166.0,2120095745.32,2263518010.56,9.343708038330078,43845657.0,100948,100948,0.0,2/2,2.0,专用设备,20220615
5645,51,52.0,2334,英威腾,10.0204496383667,5.38,116115077.0,3572961134.6,4133846266.56,3.3302319049835205,50061432.0,95236,95533,3.0,1/1,1.0,专用设备,20220511
6472,42,43.0,2334,英威腾,10.077519416809082,5.68,233963599.0,3774642693.6,4366803902.719999,6.302165985107422,36111168.0,95654,130003,1.0,1/1,1.0,专用设备,20220525
7772,40,41.0,2334,英威腾,9.930313110351562,6.31,251589460.0,4193309048.7,4851150110.24,6.078893184661865,37964329.0,95300,101018,1.0,1/1,1.0,专用设备,20220620
8335,64,65.0,2334,英威腾,10.015174865722656,7.25,606350256.0,4817985832.5,5573825404.0,12.895490646362305,26678550.0,100630,111806,2.0,1/1,1.0,专用设备,20220628
10800,4,5.0,2334,英威腾,10.038609504699709,8.55,186777931.0,5811381801.900001,6631272338.400001,3.2140021324157715,205052324.0,92500,92500,0.0,1/1,1.0,专用设备,20220817
10863,1,2.0,2334,英威腾,10.058479309082031,9.41,73846198.0,6395918450.9800005,7298277509.28,1.154583215713501,375853937.0,92500,92500,0.0,2/2,2.0,专用设备,20220818
10948,4,5.0,2334,英威腾,9.989372253417969,10.35,106466496.0,7034830602.3,8027329672.8,1.513419508934021,376119848.0,92500,92500,0.0,3/3,3.0,专用设备,20220819
417,19,20.0,2337,赛象科技,10.071942329406738,4.59,49008916.0,2697277500.63,2701746264.96,1.833854079246521,22772367.0,93233,93233,0.0,1/1,1.0,专用设备,20220112
8296,25,26.0,2337,赛象科技,10.10362720489502,4.25,43701610.0,2497855691.75,2501616912.0,1.7636739015579224,25115570.0,93112,93112,0.0,1/1,1.0,专用设备,20220628
8411,11,12.0,2337,赛象科技,10.117647171020508,4.68,122757102.0,2750579914.68,2754721681.92,4.462953567504883,81014778.0,93000,93000,0.0,2/2,2.0,专用设备,20220629
8924,2,3.0,2337,赛象科技,10.0,4.4,52220770.0,2586015304.4,2589909273.6000004,2.019352674484253,48756149.0,92500,92500,0.0,1/1,1.0,专用设备,20220711
8983,4,5.0,2337,赛象科技,10.0,4.84,84229610.0,2844616834.84,2848900200.96,2.961017847061157,41852448.0,93000,93000,0.0,2/2,2.0,专用设备,20220712
9057,33,34.0,2337,赛象科技,9.91735553741455,5.32,483946160.0,3126727595.32,3131435758.0800004,15.879029273986816,30852595.0,94357,94633,1.0,3/3,3.0,专用设备,20220713
9277,39,40.0,2337,赛象科技,10.043667793273926,5.04,192615256.0,2962162985.04,2966623349.76,6.698968887329102,37012248.0,94024,94024,0.0,6/4,1.0,专用设备,20220718
9461,20,21.0,2337,赛象科技,10.082304000854492,5.35,202779387.0,3144359517.85,3149094230.4,6.626150131225586,60232707.0,93630,93630,0.0,8/5,1.0,专用设备,20220720
9929,15,16.0,2337,赛象科技,10.058026313781738,5.69,199309307.0,3344187973.19,3349223583.36,6.05378007888794,64180201.0,93203,93203,0.0,1/1,1.0,专用设备,20220729
9985,9,10.0,2337,赛象科技,10.017574310302734,6.26,173072007.0,3679194501.26,3684734557.44,4.766212463378906,85418038.0,93012,93012,0.0,2/2,2.0,专用设备,20220801
10077,17,18.0,2337,赛象科技,10.063898086547852,6.89,721124656.0,4049464874.39,4055562476.16,18.354816436767575,48940069.0,94400,103330,1.0,3/3,3.0,专用设备,20220802
10509,67,68.0,2337,赛象科技,9.965636253356934,6.4,417499008.0,3761476806.4,3767140761.6,11.901731491088867,33441280.0,141345,141345,0.0,1/1,1.0,专用设备,20220810
10539,21,22.0,2337,赛象科技,10.0,7.04,320037248.0,4137624487.04,4143854837.76,7.98829460144043,56146661.0,93748,93748,0.0,10/5,2.0,专用设备,20220811
10604,15,16.0,2337,赛象科技,9.943181991577148,7.74,1059555840.0,4549036012.74,4555885858.56,23.50879669189453,70041582.0,93636,111503,6.0,11/6,3.0,专用设备,20220812
10833,37,38.0,2337,赛象科技,9.95542335510254,7.4,609742912.0,4349207557.400001,4355756505.6,14.52348518371582,52847055.0,100754,100754,0.0,14/7,1.0,专用设备,20220817
3166,60,61.0,2367,康力电梯,10.0,7.7,139713237.0,4038450631.6,6141925697.6,3.504355907440185,9536450.0,95151,95321,1.0,1/1,1.0,专用设备,20220321
