,序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业
13,14,600876,洛阳玻璃,10.026738166809082,16.46,323591936,4593095135.42,9092446587.52,7.131763458251953,48983511520,093110,094558,4,3/3,3,玻璃陶瓷
14,15,000955,欣龙控股,10.044313430786133,7.45,1490243760,4005107707.5,4011042809.6,37.87646484375,18676032500,093124,145515,21,6/6,6,化纤行业
15,16,600223,鲁商发展,10.05747127532959,7.66,380374944,7667414880.0,7667414880.0,5.038343906402588,80787959460,093238,094559,3,3/2,1,房地产
16,17,603608,天创时尚,9.964412689208984,9.27,289857904,2934919867.95,3999098023.2,10.082133293151855,20241601200,093301,101546,2,3/3,3,纺织服装
17,18,002080,中材科技,10.01838207244873,11.97,779451968,20087139300.48,20087139300.48,3.8979527950286865,22599288180,093400,130009,1,1/1,1,玻璃陶瓷
18,19,603527,众源新材,10.027854919433594,11.85,66010838,1274192011.2,2063796000.0,5.243252277374268,31496328300,093523,093523,0,1/1,1,有色金属
19,20,002269,美邦服饰,9.876543045043945,2.67,247919338,6708375000.0,6708375000.0,3.7755966186523438,13367889000,094057,145545,6,6/3,2,纺织服装
20,21,300162,雷曼光电,10.0,9.35,232299658,2142989126.3,3267918799.2,11.111809730529785,38872204250,094115,095600,1,1/1,1,电子元件
21,22,603366,日出东方,9.936574935913086,5.2,152118469,4160000000.0,4160000000.0,3.743565320968628,18784480000,094447,095141,1,1/1,1,家电行业
22,23,600678,四川金顶,10.077519416809082,7.1,272982832,2477829000.0,2477829000.0,11.255523681640625,33210129300,094741,101332,2,1/1,1,水泥建材
23,24,600966,博汇纸业,9.937888145446777,5.31,137908998,7098643169.28,7098643169.28,1.983701467514038,29388726000,095844,100559,4,1/1,1,造纸印刷
24,25,600061,国投资本,9.992006301879883,13.76,1068986544,57431927301.76,58165305057.28,1.9041903018951416,91959483520,100013,111422,3,1/1,1,券商信托
25,26,600235,民丰特纸,10.02087688446045,5.27,97104114,1851350999.9999998,1851350999.9999998,5.460061073303223,43680421350,102241,102241,0,1/1,1,造纸印刷
26,27,002866,传艺科技,10.0,14.3,119502793,1152943077.0,3543188077.0,10.806960105895996,29426111000,102506,102506,0,1/1,1,电子元件
27,28,002654,万润科技,10.03787899017334,5.81,430362864,3592382174.85,5119432788.96,12.539851188659668,10035450320,105348,105348,0,2/2,2,文化传媒
28,29,603196,日播时尚,9.952607154846191,9.28,196960362,606912000.0,2227200000.0,33.35470962524414,10399279360,105858,140802,3,1/1,1,纺织服装
29,30,300800,力合科技,9.995805740356445,78.68,526303856,1573600000.0000002,6294400000.000001,34.391605377197266,13163164000,110633,145127,1,1/1,1,仪器仪表
30,31,000596,古井贡酒,10.0040864944458,134.59,558003872,51628724000.0,67779524000.0,1.1162731647491455,19668982600,111003,111003,0,1/1,1,酿酒行业
31,32,600819,耀皮玻璃,9.957627296447754,5.19,86143359,3879089387.7300005,4852214372.160001,2.293302536010742,16189893600,111139,111139,0,1/1,1,玻璃陶瓷
32,33,000609,中迪投资,10.103093147277832,5.34,109430500,1559139675.48,1598077876.8,7.220170497894287,17338446000,112442,112442,0,1/1,1,房地产
33,34,601901,方正证券,10.012836456298828,8.57,1347083872,70549108955.15001,70549108792.32,1.9726382493972778,118782111110,112520,112520,0,1/1,1,券商信托
34,35,603166,福达股份,9.963768005371094,6.07,41015493,3593553569.7000003,3613220333.28,1.183112621307373,19173211880,130618,130618,0,1/1,1,汽车行业
35,36,300329,海伦钢琴,10.038119316101074,8.66,132170144,2180697808.8,2196257230.8,6.1368584632873535,22490834040,131233,132227,3,1/1,1,文教休闲
36,37,603348,文灿股份,9.990059852600098,22.13,227867093,1549100000.0,4868600000.0,15.43867301940918,31530691220,132253,132253,0,1/1,1,汽车行业
37,38,603880,南卫股份,10.041407585144043,10.63,103710917,876228242.5000001,1796470000.0000002,12.116756439208984,27209696040,132748,143354,2,1/1,1,医药制造
38,39,300279,和晶科技,10.088496208190918,6.22,249913614,2718266670.2999997,2792419240.0,9.472278594970703,13779166000,134518,134518,0,1/1,1,电子信息
39,40,603823,百合花,10.021231651306152,25.91,139621931,1822591871.53,5829750000.0,7.908382415771484,32807242000,134844,134844,0,1/1,1,化工行业
40,41,600030,中信证券,9.987141609191895,25.66,15383115008,251844219222.0,310919866670.08,6.268194675445557,226343986080,135006,144815,4,1/1,1,券商信托
41,42,300747,锐科激光,10.000951766967773,115.6,304270256,11375980637.199999,22195200000.0,2.7644786834716797,21946660000,142433,144154,1,1/1,1,电子元件
42,43,603798,康普顿,10.041152000427246,13.37,72722864,2674000000.0,2674000000.0,2.858349561691284,14299228370,145027,145118,1,1/1,1,化工行业
43,44,600658,电子城,10.0204496383667,5.38,95277007,6017987542.099999,6017987515.2,1.6416512727737427,6870114740,145451,145451,0,1/1,1,房地产
44,45,002385,大北农,9.951457023620605,4.53,567169248,12600392965.53,19004842580.64,4.726088047027588,19681703910,145536,145536,0,1/1,1,农牧饲渔
45,46,002780,三夫户外,10.018105506896973,18.23,206750021,1909509881.64,2653765236.52,11.049861907958984,2554278220,145657,145657,0,1/1,1,商业百货
0,1,603109,N神驰,44.015235900878906,26.47,10435698,970654900.0,3882354900.0,1.0768911838531494,77446031880,092500,092500,0,1/1,1,专用设备
1,2,600053,九鼎投资,9.991349220275879,25.43,73611585,11024942544.0,11024942544.0,0.6676822304725647,76921299750,092501,092501,0,2/2,2,多元金融
2,3,000998,隆平高科,10.022438049316406,14.71,492903936,14198178627.19,19372633171.84,3.471599817276001,147778351650,092503,092503,0,1/1,1,农牧饲渔
3,4,002385,大北农,9.933774948120117,4.98,285457664,13852087630.980001,20892740850.24,2.060755491256714,259601837340,092503,092503,0,2/2,2,农牧饲渔
4,5,002972,科安达,9.994508743286133,20.03,1433787,882922400.0,3531689600.0,0.16239111125469208,76643152540,092503,092503,0,3/3,3,专用设备
5,6,300116,坚瑞沃能,10.112359046936035,1.96,13734061,3860131545.2,4767748137.6,0.3557925522327423,83447050960,092503,092503,0,2/2,2,机械行业
6,7,300807,天迈科技,9.995969772338867,54.58,6744996,927860000.0,3703307580.0,0.7269411683082581,196340634000,092503,092503,0,9/9,9,专用设备
7,8,300811,铂科新材,10.01059341430664,41.54,486018,598176000.0,2392704000.0,0.08124999701976776,79769262000,092503,092503,0,2/2,2,电子元件
8,9,002041,登海种业,10.057143211364746,9.63,700975616,8395584141.330001,8474400000.000001,8.462488174438477,14998012380,093000,150003,2,1/1,1,农牧饲渔
9,10,600095,哈高科,9.966405868530273,9.82,189984763,3547608208.3,3547608237.76,5.355644702911377,88822322260,093000,093000,0,1/1,1,房地产
10,11,600235,民丰特纸,10.056926727294922,5.8,94780022,2037540000.0,2037540000.0,4.730758190155029,30949072600,093019,093019,0,2/2,2,造纸印刷
11,12,600223,鲁商发展,10.05221939086914,8.43,292627296,8438160240.0,8438160240.0,3.496717929840088,64906279200,093246,093616,3,8/4,2,房地产
12,13,603348,文灿股份,9.986443519592285,24.34,169940251,1703800000.0,5354800000.0,10.117013931274414,39949144640,093259,093259,0,2/2,2,汽车行业
13,14,600683,京投发展,9.951457023620605,4.53,28544421,3355722514.4100003,3355722528.0,0.8647357821464539,19706510190,093430,093521,1,1/1,1,房地产
14,15,300386,飞天诚信,10.034843444824219,15.79,474909456,3461966974.0,6600914760.0,13.869434356689453,5024378000,093545,150003,2,1/1,1,软件服务
15,16,300693,盛弘股份,9.97697639465332,14.33,47209830,1009125335.1,1961065214.57,4.754182815551758,29941560560,093642,093642,0,1/1,1,专用设备
16,17,603366,日出东方,10.0,5.72,258212405,4576000000.0,4576000000.0,5.7477803230285645,15119092560,094239,094239,0,2/2,2,家电行业
17,18,603399,吉翔股份,10.024450302124023,13.5,1035714352,6858683761.5,7381133856.0,15.809370994567871,289215076500,094321,144353,3,3/3,3,有色金属
18,19,600061,国投资本,10.029069900512695,15.14,2372064704,63191815359.64,63998744081.920006,3.7936134338378906,53836326000,094441,144639,20,2/2,2,券商信托
19,20,603196,日播时尚,10.021552085876465,10.21,215981825,667734000.0,2450400000.0,33.63093185424805,19169805920,094750,095735,2,2/2,2,纺织服装
20,21,600789,鲁抗医药,10.076335906982422,7.21,520749616,6143796937.88,6346456338.88,8.667600631713867,118775009290,095019,095019,0,1/1,1,医药制造
21,22,600513,联环药业,10.028247833251953,7.79,151756633,2223704343.3,2244340879.04,6.930654048919678,28435081370,095210,095431,1,1/1,1,医药制造
22,23,002878,元隆雅图,10.018552780151367,29.65,151495893,1189628685.6,3866550056.5,13.130478858947754,27382516250,101254,101254,0,3/2,1,文化传媒
23,24,300312,邦讯技术,9.962406158447266,5.85,255074703,1119458345.85,1872234000.0,23.154396057128906,3460860000,101906,145203,5,1/1,1,通讯行业
24,25,000514,渝 开 发,10.04672908782959,4.71,192766783,3974161245.15,3974161221.6,4.924924373626709,10286169000,102336,140242,4,1/1,1,房地产
25,26,300787,海能实业,9.997666358947754,94.29,318643872,2000833800.0000002,8003335200.000001,16.50303077697754,93428283690,102751,103427,2,8/6,1,电子元件
26,27,603031,安德利,9.99543571472168,24.1,95953994,2699200000.0,2699200000.0,3.614116907119751,8381980000,103202,103202,0,1/1,1,商业百货
27,28,002291,星期六,10.011185646057129,19.67,1390141776,7846793674.650001,12958858476.480001,18.43079376220703,30087841770,103757,145415,6,13/10,1,纺织服装
28,29,002098,浔兴股份,9.936908721923828,6.97,170364468,2495260000.0,2495260000.0,6.943670272827148,8743168000,104336,111930,10,1/1,1,化纤行业
29,30,300432,富临精工,10.035523414611816,12.39,388366272,4785061067.64,5386240866.72,8.363275527954102,16890048000,105024,105024,0,1/1,1,汽车行业
30,31,002166,莱茵生物,10.05434799194336,8.1,323868080,3593035130.3999996,4578239361.599999,9.212827682495117,26923679100,105500,105500,0,1/1,1,医药制造
31,32,000518,四环生物,10.0,3.63,166090288,3737214565.5899997,3737289093.12,4.558802604675293,17019298560,105645,110333,1,1/1,1,医药制造
32,33,000597,东北制药,10.029498100280762,7.46,160150922,6096519932.58,6749260615.04,2.6939690113067627,17805595140,110418,111236,1,1/1,1,医药制造
33,34,603880,南卫股份,9.97177791595459,11.69,169331773,963603777.5,1975610000.0,18.744199752807617,21030426900,110434,110455,1,2/2,2,医药制造
34,35,000078,海王生物,10.029498100280762,3.73,412471296,9779913813.84,10304435574.72,4.310076713562012,9069774750,110539,144809,5,1/1,1,医药制造
35,36,300329,海伦钢琴,10.046189308166504,9.53,175817542,2398839956.93,2416897391.3999996,7.73980188369751,48476632200,111724,111833,1,2/2,2,文教休闲
36,37,002581,未名医药,10.030394554138184,7.24,221696326,2901728005.64,4776485628.16,7.82901668548584,1833168000,112251,144518,4,1/1,1,医药制造
37,38,300585,奥联电子,9.980430603027344,16.86,201619231,1491938449.5,2697600000.0,13.984234809875488,35974182000,112600,112600,0,4/2,1,汽车行业
38,39,000955,欣龙控股,10.067113876342773,8.2,1113641504,4408306470.0,4414839065.599999,26.169593811035156,98838683600,130003,130003,0,7/7,7,化纤行业
39,40,002603,以岭药业,10.0,12.43,522841872,12268247875.51,14962207978.08,4.364768981933594,1664712610,130033,150003,6,1/1,1,医药制造
40,41,300147,香雪制药,10.062111854553223,8.86,415727088,5771490066.04,5860680336.96,7.555379390716553,28939736960,130121,130121,0,1/1,1,医药制造
41,42,300086,康芝药业,10.041841506958008,5.26,150059600,2291587963.86,2367000000.0,6.662397861480713,48203255420,130457,134803,4,1/1,1,医药制造
42,43,603567,珍宝岛,10.017271041870117,12.74,121303231,10818298400.0,10818298400.0,1.1409462690353394,32650492420,132002,132002,0,1/1,1,医药制造
43,44,600678,四川金顶,10.0,7.81,716367312,2725611900.0,2725611900.0,27.370847702026367,17845342350,133505,143911,1,2/2,2,水泥建材
44,45,002729,好利来,10.004378318786621,50.25,74029149,3350670000.0,3350670000.0,2.2700793743133545,11954475000,140545,140909,2,1/1,1,电子元件
45,46,603613,国联股份,10.001453399658203,75.67,287149632,2664340700.0,10655471050.0,11.033777236938477,33287233000,142323,142323,0,1/1,1,电子信息
46,47,300551,古鳌科技,9.992162704467773,28.07,342472336,1891232390.25,3161804800.0,18.925233840942383,32542954500,142509,142509,0,1/1,1,专用设备
47,48,300805,电声股份,10.008038520812988,27.37,574548080,1158572100.0,11583805100.0,51.904388427734375,20582021040,143003,143506,3,4/3,1,文化传媒
48,49,000818,航锦科技,10.022026062011719,19.98,1454354208,13546603376.460001,13786200000.0,11.251776695251465,30329640000,144327,145109,4,1/1,1,化工行业
49,50,000716,黑芝麻,10.052909851074219,4.16,450917776,2766321613.12,3105006960.6400003,17.807870864868164,27935444160,144554,144554,0,3/3,3,食品饮料
